,Unnamed: 0,unique_id,is_best,name,origin,destination,departure time,arrival time,duration,stops,price,dis_from_origin,dis_from_dest,departure_dt,departure_seconds,arrival_dt,arrival_seconds,duration_min
201,201,SYR_DCA104,False,American,SYR,DCA,"5:30 AM on Mon, Oct 20","2:35 PM on Mon, Oct 20",9 hr 5 min,2.0,471.0,49.09457496460707,18.712439121823174,1900-10-20 05:30:00,4253400.0,1900-10-20 14:35:00,4286100.0,545
202,202,SYR_DCA106,False,American,SYR,DCA,"5:30 AM on Mon, Oct 20","12:59 PM on Mon, Oct 20",7 hr 29 min,1.0,481.0,49.09457496460707,18.712439121823174,1900-10-20 05:30:00,4253400.0,1900-10-20 12:59:00,4280340.0,449
203,203,SYR_DCA107,False,American,SYR,DCA,"6:09 AM on Mon, Oct 20","9:29 AM on Mon, Oct 20",3 hr 20 min,1.0,481.0,49.09457496460707,18.712439121823174,1900-10-20 06:09:00,4255740.0,1900-10-20 09:29:00,4267740.0,200
204,204,SYR_DCA108,False,American,SYR,DCA,"1:38 PM on Mon, Oct 20","7:59 PM on Mon, Oct 20",6 hr 21 min,1.0,481.0,49.09457496460707,18.712439121823174,1900-10-20 13:38:00,4282680.0,1900-10-20 19:59:00,4305540.0,381
205,205,SYR_DCA109,False,American,SYR,DCA,"11:27 AM on Mon, Oct 20","4:13 PM on Mon, Oct 20",4 hr 46 min,1.0,500.0,49.09457496460707,18.712439121823174,1900-10-20 11:27:00,4274820.0,1900-10-20 16:13:00,4291980.0,286
206,206,SYR_DCA110,False,American,SYR,DCA,"4:45 PM on Mon, Oct 20","10:15 PM on Mon, Oct 20",5 hr 30 min,1.0,500.0,49.09457496460707,18.712439121823174,1900-10-20 16:45:00,4293900.0,1900-10-20 22:15:00,4313700.0,330
207,207,SYR_DCA111,False,American,SYR,DCA,"4:45 PM on Mon, Oct 20","11:12 PM on Mon, Oct 20",6 hr 27 min,1.0,500.0,49.09457496460707,18.712439121823174,1900-10-20 16:45:00,4293900.0,1900-10-20 23:12:00,4317120.0,387
208,208,SYR_DCA113,False,American,SYR,DCA,"11:28 AM on Mon, Oct 20","3:59 PM on Mon, Oct 20",4 hr 31 min,1.0,527.0,49.09457496460707,18.712439121823174,1900-10-20 11:28:00,4274880.0,1900-10-20 15:59:00,4291140.0,271
209,209,SYR_DCA114,False,American,SYR,DCA,"12:45 PM on Mon, Oct 20","5:03 PM on Mon, Oct 20",4 hr 18 min,1.0,527.0,49.09457496460707,18.712439121823174,1900-10-20 12:45:00,4279500.0,1900-10-20 17:03:00,4294980.0,258
210,210,SYR_DCA115,False,American,SYR,DCA,"1:38 PM on Mon, Oct 20","7:06 PM on Mon, Oct 20",5 hr 28 min,1.0,527.0,49.09457496460707,18.712439121823174,1900-10-20 13:38:00,4282680.0,1900-10-20 19:06:00,4302360.0,328
211,211,SYR_DCA116,False,American,SYR,DCA,"1:44 PM on Mon, Oct 20","5:56 PM on Mon, Oct 20",4 hr 12 min,1.0,527.0,49.09457496460707,18.712439121823174,1900-10-20 13:44:00,4283040.0,1900-10-20 17:56:00,4298160.0,252
212,212,SYR_DCA117,False,Delta,SYR,DCA,"6:14 AM on Mon, Oct 20","10:15 AM on Mon, Oct 20",4 hr 1 min,1.0,550.0,49.09457496460707,18.712439121823174,1900-10-20 06:14:00,4256040.0,1900-10-20 10:15:00,4270500.0,241
213,213,SYR_DCA118,False,American,SYR,DCA,"5:29 PM on Mon, Oct 20","3:47 PM on Tue, Oct 21",22 hr 18 min,1.0,644.0,49.09457496460707,18.712439121823174,1900-10-20 17:29:00,4296540.0,1900-10-21 15:47:00,4376820.0,1338
214,214,SYR_DCA119,False,American,SYR,DCA,"6:00 AM on Mon, Oct 20","12:59 AM on Tue, Oct 21",18 hr 59 min,1.0,707.0,49.09457496460707,18.712439121823174,1900-10-20 06:00:00,4255200.0,1900-10-21 00:59:00,4323540.0,1139
215,215,SYR_DCA120,False,American,SYR,DCA,"5:29 PM on Mon, Oct 20","12:54 PM on Tue, Oct 21",19 hr 25 min,1.0,938.0,49.09457496460707,18.712439121823174,1900-10-20 17:29:00,4296540.0,1900-10-21 12:54:00,4366440.0,1165
