row_number,prolific_id,rank,flight_key,flight_json,created_at
106,ghdfgdfhgkdfghdfgk234324,15,43_2026-04-05T06:29:00,"{""id"": ""43"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T06:29:00"", ""arrival_time"": ""2026-04-05T12:37:00"", ""duration"": ""PT9H8M"", ""duration_min"": 548, ""stops"": 1, ""price"": 707.96, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B6118"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""43"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-21"", ""lastTicketingDateTime"": ""2026-03-21"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT9H8M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-05T06:29:00""}, ""arrival"": {""iataCode"": ""BOS"", ""terminal"": ""C"", ""at"": ""2026-04-05T07:40:00""}, ""carrierCode"": ""B6"", ""number"": ""118"", ""aircraft"": {""code"": ""223""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT1H11M"", ""id"": ""1"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""BOS"", ""terminal"": ""C"", ""at"": ""2026-04-05T09:15:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T12:37:00""}, ""carrierCode"": ""B6"", ""number"": ""387"", ""aircraft"": {""code"": ""32S""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H22M"", ""id"": ""2"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""707.96"", ""base"": ""635.16"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""707.96""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""707.96"", ""base"": ""635.16""}, ""fareDetailsBySegment"": [{""segmentId"": ""1"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""OI4QBEY5"", ""class"": ""O"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}, {""segmentId"": ""2"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""HI0KUEY5"", ""class"": ""H"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-20 00:00:04
107,ghdfgdfhgkdfghdfgk234324,16,72_2026-04-05T05:59:00,"{""id"": ""72"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T05:59:00"", ""arrival_time"": ""2026-04-05T15:46:00"", ""duration"": ""PT12H47M"", ""duration_min"": 767, ""stops"": 1, ""price"": 981.0, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B61"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""72"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-21"", ""lastTicketingDateTime"": ""2026-03-21"", ""numberOfBookableSeats"": 3, ""itineraries"": [{""duration"": ""PT12H47M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-05T05:59:00""}, ""arrival"": {""iataCode"": ""FLL"", ""terminal"": ""3"", ""at"": ""2026-04-05T08:54:00""}, ""carrierCode"": ""B6"", ""number"": ""1"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT2H55M"", ""id"": ""113"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""FLL"", ""terminal"": ""3"", ""at"": ""2026-04-05T13:00:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T15:46:00""}, ""carrierCode"": ""B6"", ""number"": ""201"", ""aircraft"": {""code"": ""32S""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT5H46M"", ""id"": ""114"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""981.00"", ""base"": ""883.90"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""981.00""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""981.00"", ""base"": ""883.90""}, ""fareDetailsBySegment"": [{""segmentId"": ""113"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""VI0ABEY5"", ""class"": ""V"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}, {""segmentId"": ""114"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""KI0PUEY5"", ""class"": ""K"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-20 00:00:04
108,ghdfgdfhgkdfghdfgk234324,17,45_2026-04-05T09:30:00,"{""id"": ""45"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T09:30:00"", ""arrival_time"": ""2026-04-05T20:03:00"", ""duration"": ""PT13H33M"", ""duration_min"": 813, ""stops"": 1, ""price"": 713.56, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B6318"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""45"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-21"", ""lastTicketingDateTime"": ""2026-03-21"", ""numberOfBookableSeats"": 3, ""itineraries"": [{""duration"": ""PT13H33M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-05T09:30:00""}, ""arrival"": {""iataCode"": ""BOS"", ""terminal"": ""C"", ""at"": ""2026-04-05T10:51:00""}, ""carrierCode"": ""B6"", ""number"": ""318"", ""aircraft"": {""code"": ""223""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT1H21M"", ""id"": ""81"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""BOS"", ""terminal"": ""C"", ""at"": ""2026-04-05T16:40:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T20:03:00""}, ""carrierCode"": ""B6"", ""number"": ""1487"", ""aircraft"": {""code"": ""32S""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H23M"", ""id"": ""82"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""713.56"", ""base"": ""635.16"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""713.56""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""713.56"", ""base"": ""635.16""}, ""fareDetailsBySegment"": [{""segmentId"": ""81"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""OI4QBEY5"", ""class"": ""O"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}, {""segmentId"": ""82"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""HI0KUEY5"", ""class"": ""H"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-20 00:00:04
109,ghdfgdfhgkdfghdfgk234324,18,73_2026-04-05T08:20:00,"{""id"": ""73"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T08:20:00"", ""arrival_time"": ""2026-04-05T15:46:00"", ""duration"": ""PT10H26M"", ""duration_min"": 626, ""stops"": 1, ""price"": 1059.44, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B62201"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""73"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-21"", ""lastTicketingDateTime"": ""2026-03-21"", ""numberOfBookableSeats"": 2, ""itineraries"": [{""duration"": ""PT10H26M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-05T08:20:00""}, ""arrival"": {""iataCode"": ""FLL"", ""terminal"": ""3"", ""at"": ""2026-04-05T11:30:00""}, ""carrierCode"": ""B6"", ""number"": ""2201"", ""aircraft"": {""code"": ""320""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT3H10M"", ""id"": ""53"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""FLL"", ""terminal"": ""3"", ""at"": ""2026-04-05T13:00:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T15:46:00""}, ""carrierCode"": ""B6"", ""number"": ""201"", ""aircraft"": {""code"": ""32S""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT5H46M"", ""id"": ""54"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""1059.44"", ""base"": ""962.04"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""1059.44""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""1059.44"", ""base"": ""962.04""}, ""fareDetailsBySegment"": [{""segmentId"": ""53"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""BI0AUEY5"", ""class"": ""B"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}, {""segmentId"": ""54"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""KI0PUEY5"", ""class"": ""K"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-20 00:00:04
110,ghdfgdfhgkdfghdfgk234324,19,74_2026-04-05T06:50:00,"{""id"": ""74"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T06:50:00"", ""arrival_time"": ""2026-04-05T15:46:00"", ""duration"": ""PT11H56M"", ""duration_min"": 716, ""stops"": 1, ""price"": 1059.44, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B6601"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""74"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-21"", ""lastTicketingDateTime"": ""2026-03-21"", ""numberOfBookableSeats"": 1, ""itineraries"": [{""duration"": ""PT11H56M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-05T06:50:00""}, ""arrival"": {""iataCode"": ""FLL"", ""terminal"": ""3"", ""at"": ""2026-04-05T09:45:00""}, ""carrierCode"": ""B6"", ""number"": ""601"", ""aircraft"": {""code"": ""321""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT2H55M"", ""id"": ""133"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""FLL"", ""terminal"": ""3"", ""at"": ""2026-04-05T13:00:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T15:46:00""}, ""carrierCode"": ""B6"", ""number"": ""201"", ""aircraft"": {""code"": ""32S""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT5H46M"", ""id"": ""134"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""1059.44"", ""base"": ""962.04"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""1059.44""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""1059.44"", ""base"": ""962.04""}, ""fareDetailsBySegment"": [{""segmentId"": ""133"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""BI0AUEY5"", ""class"": ""B"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}, {""segmentId"": ""134"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""KI0PUEY5"", ""class"": ""K"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-20 00:00:04
111,ghdfgdfhgkdfghdfgk234324,20,45_2026-04-05T13:00:00,"{""id"": ""45"", ""origin"": ""JFK"", ""destination"": ""BUR"", ""departure_time"": ""2026-04-05T13:00:00"", ""arrival_time"": ""2026-04-05T21:59:00"", ""duration"": ""PT11H59M"", ""duration_min"": 719, ""stops"": 1, ""price"": 1277.14, ""carrier_code"": ""HA"", ""airline"": ""HA"", ""airline_name"": ""HA"", ""flight_number"": ""HA4863"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""45"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-21"", ""lastTicketingDateTime"": ""2026-03-21"", ""numberOfBookableSeats"": 2, ""itineraries"": [{""duration"": ""PT11H59M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""8"", ""at"": ""2026-04-05T13:00:00""}, ""arrival"": {""iataCode"": ""SFO"", ""terminal"": ""1"", ""at"": ""2026-04-05T16:43:00""}, ""carrierCode"": ""HA"", ""number"": ""4863"", ""aircraft"": {""code"": ""737""}, ""operating"": {""carrierName"": ""ALASKA""}, ""duration"": ""PT6H43M"", ""id"": ""85"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""SFO"", ""terminal"": ""3"", ""at"": ""2026-04-05T20:25:00""}, ""arrival"": {""iataCode"": ""BUR"", ""at"": ""2026-04-05T21:59:00""}, ""carrierCode"": ""UA"", ""number"": ""1688"", ""aircraft"": {""code"": ""738""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT1H34M"", ""id"": ""86"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""1277.14"", ""base"": ""1164.64"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""1277.14""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""HA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""1277.14"", ""base"": ""1164.64""}, ""fareDetailsBySegment"": [{""segmentId"": ""85"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""NH4OAVMN"", ""class"": ""N"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}, {""segmentId"": ""86"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""BAA0ADEN"", ""class"": ""Y"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-20 00:00:04
112,69aca442a4248c9290bedbd9,1,1_2026-04-05T06:00:00,"{""id"": ""1"", ""origin"": ""LGA"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T06:00:00"", ""arrival_time"": ""2026-04-05T12:44:00"", ""duration"": ""PT9H44M"", ""duration_min"": 584, ""stops"": 1, ""price"": 274.96, ""carrier_code"": ""F9"", ""airline"": ""F9"", ""airline_name"": ""F9"", ""flight_number"": ""F93287"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""1"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-25"", ""lastTicketingDateTime"": ""2026-03-25"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT9H44M"", ""segments"": [{""departure"": {""iataCode"": ""LGA"", ""terminal"": ""B"", ""at"": ""2026-04-05T06:00:00""}, ""arrival"": {""iataCode"": ""ATL"", ""terminal"": ""N"", ""at"": ""2026-04-05T08:45:00""}, ""carrierCode"": ""F9"", ""number"": ""3287"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""F9""}, ""duration"": ""PT2H45M"", ""id"": ""177"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""ATL"", ""terminal"": ""N"", ""at"": ""2026-04-05T10:38:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T12:44:00""}, ""carrierCode"": ""F9"", ""number"": ""4315"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""F9""}, ""duration"": ""PT5H6M"", ""id"": ""178"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""274.96"", ""base"": ""232.36"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""274.96""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""F9""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""274.96"", ""base"": ""232.36""}, ""fareDetailsBySegment"": [{""segmentId"": ""177"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""Q07PXP4"", ""class"": ""Q""}, {""segmentId"": ""178"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""Q07PXP4"", ""class"": ""Q""}]}]}}",2026-03-24 23:02:19
113,69aca442a4248c9290bedbd9,2,2_2026-04-05T06:00:00,"{""id"": ""2"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T06:00:00"", ""arrival_time"": ""2026-04-05T12:44:00"", ""duration"": ""PT9H44M"", ""duration_min"": 584, ""stops"": 1, ""price"": 274.96, ""carrier_code"": ""F9"", ""airline"": ""F9"", ""airline_name"": ""F9"", ""flight_number"": ""F94817"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""2"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-25"", ""lastTicketingDateTime"": ""2026-03-25"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT9H44M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""0"", ""at"": ""2026-04-05T06:00:00""}, ""arrival"": {""iataCode"": ""ATL"", ""terminal"": ""N"", ""at"": ""2026-04-05T08:50:00""}, ""carrierCode"": ""F9"", ""number"": ""4817"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""F9""}, ""duration"": ""PT2H50M"", ""id"": ""179"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""ATL"", ""terminal"": ""N"", ""at"": ""2026-04-05T10:38:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T12:44:00""}, ""carrierCode"": ""F9"", ""number"": ""4315"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""F9""}, ""duration"": ""PT5H6M"", ""id"": ""180"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""274.96"", ""base"": ""232.36"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""274.96""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""F9""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""274.96"", ""base"": ""232.36""}, ""fareDetailsBySegment"": [{""segmentId"": ""179"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""Q07PXP4"", ""class"": ""Q""}, {""segmentId"": ""180"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""Q07PXP4"", ""class"": ""Q""}]}]}}",2026-03-24 23:02:19
114,69aca442a4248c9290bedbd9,3,3_2026-04-05T05:59:00,"{""id"": ""3"", ""origin"": ""EWR"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T05:59:00"", ""arrival_time"": ""2026-04-05T12:44:00"", ""duration"": ""PT9H45M"", ""duration_min"": 585, ""stops"": 1, ""price"": 274.96, ""carrier_code"": ""F9"", ""airline"": ""F9"", ""airline_name"": ""F9"", ""flight_number"": ""F94601"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""3"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-25"", ""lastTicketingDateTime"": ""2026-03-25"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT9H45M"", ""segments"": [{""departure"": {""iataCode"": ""EWR"", ""terminal"": ""B"", ""at"": ""2026-04-05T05:59:00""}, ""arrival"": {""iataCode"": ""ATL"", ""terminal"": ""N"", ""at"": ""2026-04-05T08:43:00""}, ""carrierCode"": ""F9"", ""number"": ""4601"", ""aircraft"": {""code"": ""32N""}, ""operating"": {""carrierCode"": ""F9""}, ""duration"": ""PT2H44M"", ""id"": ""183"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""ATL"", ""terminal"": ""N"", ""at"": ""2026-04-05T10:38:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T12:44:00""}, ""carrierCode"": ""F9"", ""number"": ""4315"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""F9""}, ""duration"": ""PT5H6M"", ""id"": ""184"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""274.96"", ""base"": ""232.36"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""274.96""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""F9""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""274.96"", ""base"": ""232.36""}, ""fareDetailsBySegment"": [{""segmentId"": ""183"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""Q07PXP4"", ""class"": ""Q""}, {""segmentId"": ""184"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""Q07PXP4"", ""class"": ""Q""}]}]}}",2026-03-24 23:02:19
115,69aca442a4248c9290bedbd9,4,4_2026-04-05T12:23:00,"{""id"": ""4"", ""origin"": ""EWR"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T12:23:00"", ""arrival_time"": ""2026-04-05T23:56:00"", ""duration"": ""PT14H33M"", ""duration_min"": 873, ""stops"": 1, ""price"": 298.51, ""carrier_code"": ""NK"", ""airline"": ""NK"", ""airline_name"": ""NK"", ""flight_number"": ""NK1491"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""4"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-25"", ""lastTicketingDateTime"": ""2026-03-25"", ""numberOfBookableSeats"": 9, ""itineraries"": [{""duration"": ""PT14H33M"", ""segments"": [{""departure"": {""iataCode"": ""EWR"", ""terminal"": ""B"", ""at"": ""2026-04-05T12:23:00""}, ""arrival"": {""iataCode"": ""FLL"", ""terminal"": ""4"", ""at"": ""2026-04-05T15:21:00""}, ""carrierCode"": ""NK"", ""number"": ""1491"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""NK""}, ""duration"": ""PT2H58M"", ""id"": ""153"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""FLL"", ""terminal"": ""4"", ""at"": ""2026-04-05T20:59:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""2"", ""at"": ""2026-04-05T23:56:00""}, ""carrierCode"": ""NK"", ""number"": ""1687"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""NK""}, ""duration"": ""PT5H57M"", ""id"": ""154"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""298.51"", ""base"": ""249.01"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""298.51""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""NK""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""298.51"", ""base"": ""249.01""}, ""fareDetailsBySegment"": [{""segmentId"": ""153"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""KNR"", ""class"": ""K"", ""includedCheckedBags"": {""quantity"": 0}}, {""segmentId"": ""154"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""KNR"", ""class"": ""K"", ""includedCheckedBags"": {""quantity"": 0}}]}]}}",2026-03-24 23:02:19
