row_number,prolific_id,rank,flight_key,flight_json,created_at
26,69aca442a4248c9290bedbd3,1,1_2026-04-05T06:20:00,"{""id"": ""1"", ""origin"": ""ROC"", ""destination"": ""SNA"", ""departure_time"": ""2026-04-05T06:20:00"", ""arrival_time"": ""2026-04-05T11:37:00"", ""duration"": ""PT8H17M"", ""duration_min"": 497, ""stops"": 1, ""price"": 348.17, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA2008"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""1"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 9, ""itineraries"": [{""duration"": ""PT8H17M"", ""segments"": [{""departure"": {""iataCode"": ""ROC"", ""at"": ""2026-04-05T06:20:00""}, ""arrival"": {""iataCode"": ""ORD"", ""terminal"": ""1"", ""at"": ""2026-04-05T07:26:00""}, ""carrierCode"": ""UA"", ""number"": ""2008"", ""aircraft"": {""code"": ""738""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT2H6M"", ""id"": ""107"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""ORD"", ""terminal"": ""1"", ""at"": ""2026-04-05T08:52:00""}, ""arrival"": {""iataCode"": ""SNA"", ""at"": ""2026-04-05T11:37:00""}, ""carrierCode"": ""UA"", ""number"": ""1304"", ""aircraft"": {""code"": ""73G""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT4H45M"", ""id"": ""108"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""348.17"", ""base"": ""300.47"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""348.17""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""348.17"", ""base"": ""300.47""}, ""fareDetailsBySegment"": [{""segmentId"": ""107"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""SAA4AKDN"", ""class"": ""S"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""108"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""SAA4AKDN"", ""class"": ""S"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 03:03:05
27,69aca442a4248c9290bedbd3,2,6_2026-04-05T17:35:00,"{""id"": ""6"", ""origin"": ""ROC"", ""destination"": ""ONT"", ""departure_time"": ""2026-04-05T17:35:00"", ""arrival_time"": ""2026-04-05T22:31:00"", ""duration"": ""PT7H56M"", ""duration_min"": 476, ""stops"": 1, ""price"": 428.18, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA5761"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""6"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 1, ""itineraries"": [{""duration"": ""PT7H56M"", ""segments"": [{""departure"": {""iataCode"": ""ROC"", ""at"": ""2026-04-05T17:35:00""}, ""arrival"": {""iataCode"": ""ORD"", ""terminal"": ""2"", ""at"": ""2026-04-05T18:45:00""}, ""carrierCode"": ""UA"", ""number"": ""5761"", ""aircraft"": {""code"": ""CR5""}, ""operating"": {""carrierName"": ""SKYWEST DBA UNITED EXPRESS""}, ""duration"": ""PT2H10M"", ""id"": ""145"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""ORD"", ""terminal"": ""1"", ""at"": ""2026-04-05T20:05:00""}, ""arrival"": {""iataCode"": ""ONT"", ""terminal"": ""2"", ""at"": ""2026-04-05T22:31:00""}, ""carrierCode"": ""UA"", ""number"": ""658"", ""aircraft"": {""code"": ""73G""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT4H26M"", ""id"": ""146"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""428.18"", ""base"": ""374.88"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""428.18""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""428.18"", ""base"": ""374.88""}, ""fareDetailsBySegment"": [{""segmentId"": ""145"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""VAA0PFEN"", ""class"": ""V"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""146"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""VAA0PFEN"", ""class"": ""V"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 03:03:05
28,69aca442a4248c9290bedbd3,3,8_2026-04-05T13:25:00,"{""id"": ""8"", ""origin"": ""ROC"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T13:25:00"", ""arrival_time"": ""2026-04-05T18:39:00"", ""duration"": ""PT8H14M"", ""duration_min"": 494, ""stops"": 1, ""price"": 444.17, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA3647"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""8"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 2, ""itineraries"": [{""duration"": ""PT8H14M"", ""segments"": [{""departure"": {""iataCode"": ""ROC"", ""at"": ""2026-04-05T13:25:00""}, ""arrival"": {""iataCode"": ""ORD"", ""terminal"": ""2"", ""at"": ""2026-04-05T14:37:00""}, ""carrierCode"": ""UA"", ""number"": ""3647"", ""aircraft"": {""code"": ""E7W""}, ""operating"": {""carrierName"": ""REPUBLIC AIRWAYS DBA UNITED EXPRESS""}, ""duration"": ""PT2H12M"", ""id"": ""49"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""ORD"", ""terminal"": ""1"", ""at"": ""2026-04-05T16:00:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-05T18:39:00""}, ""carrierCode"": ""UA"", ""number"": ""576"", ""aircraft"": {""code"": ""753""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT4H39M"", ""id"": ""50"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""444.17"", ""base"": ""389.77"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""444.17""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""444.17"", ""base"": ""389.77""}, ""fareDetailsBySegment"": [{""segmentId"": ""49"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""VAA3OFDN"", ""class"": ""V"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""50"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""VAA3OFDN"", ""class"": ""V"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 03:03:05
29,69aca442a4248c9290bedbd3,4,7_2026-04-05T17:35:00,"{""id"": ""7"", ""origin"": ""ROC"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T17:35:00"", ""arrival_time"": ""2026-04-05T22:44:00"", ""duration"": ""PT8H9M"", ""duration_min"": 489, ""stops"": 1, ""price"": 444.17, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA5761"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""7"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 1, ""itineraries"": [{""duration"": ""PT8H9M"", ""segments"": [{""departure"": {""iataCode"": ""ROC"", ""at"": ""2026-04-05T17:35:00""}, ""arrival"": {""iataCode"": ""ORD"", ""terminal"": ""2"", ""at"": ""2026-04-05T18:45:00""}, ""carrierCode"": ""UA"", ""number"": ""5761"", ""aircraft"": {""code"": ""CR5""}, ""operating"": {""carrierName"": ""SKYWEST DBA UNITED EXPRESS""}, ""duration"": ""PT2H10M"", ""id"": ""29"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""ORD"", ""terminal"": ""1"", ""at"": ""2026-04-05T20:03:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-05T22:44:00""}, ""carrierCode"": ""UA"", ""number"": ""2499"", ""aircraft"": {""code"": ""753""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT4H41M"", ""id"": ""30"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""444.17"", ""base"": ""389.77"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""444.17""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""444.17"", ""base"": ""389.77""}, ""fareDetailsBySegment"": [{""segmentId"": ""29"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""VAA3OFDN"", ""class"": ""V"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""30"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""VAA3OFDN"", ""class"": ""V"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 03:03:05
30,69aca442a4248c9290bedbd3,5,2_2026-04-05T13:25:00,"{""id"": ""2"", ""origin"": ""ROC"", ""destination"": ""SNA"", ""departure_time"": ""2026-04-05T13:25:00"", ""arrival_time"": ""2026-04-05T18:46:00"", ""duration"": ""PT8H21M"", ""duration_min"": 501, ""stops"": 1, ""price"": 348.17, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA3647"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""2"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 3, ""itineraries"": [{""duration"": ""PT8H21M"", ""segments"": [{""departure"": {""iataCode"": ""ROC"", ""at"": ""2026-04-05T13:25:00""}, ""arrival"": {""iataCode"": ""ORD"", ""terminal"": ""2"", ""at"": ""2026-04-05T14:37:00""}, ""carrierCode"": ""UA"", ""number"": ""3647"", ""aircraft"": {""code"": ""E7W""}, ""operating"": {""carrierName"": ""REPUBLIC AIRWAYS DBA UNITED EXPRESS""}, ""duration"": ""PT2H12M"", ""id"": ""117"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""ORD"", ""terminal"": ""1"", ""at"": ""2026-04-05T16:05:00""}, ""arrival"": {""iataCode"": ""SNA"", ""at"": ""2026-04-05T18:46:00""}, ""carrierCode"": ""UA"", ""number"": ""1317"", ""aircraft"": {""code"": ""73G""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT4H41M"", ""id"": ""118"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""348.17"", ""base"": ""300.47"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""348.17""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""348.17"", ""base"": ""300.47""}, ""fareDetailsBySegment"": [{""segmentId"": ""117"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""SAA4AKDN"", ""class"": ""S"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""118"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""SAA4AKDN"", ""class"": ""S"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 03:03:05
31,69aca442a4248c9290bedaaa,1,4_2026-07-17T20:04:00,"{""id"": ""4"", ""origin"": ""ORD"", ""destination"": ""SFO"", ""departure_time"": ""2026-07-17T20:04:00"", ""arrival_time"": ""2026-07-17T22:57:00"", ""duration"": ""PT4H53M"", ""duration_min"": 293, ""stops"": 0, ""price"": 226.38, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA1495"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""4"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 9, ""itineraries"": [{""duration"": ""PT4H53M"", ""segments"": [{""departure"": {""iataCode"": ""ORD"", ""terminal"": ""1"", ""at"": ""2026-07-17T20:04:00""}, ""arrival"": {""iataCode"": ""SFO"", ""terminal"": ""3"", ""at"": ""2026-07-17T22:57:00""}, ""carrierCode"": ""UA"", ""number"": ""1495"", ""aircraft"": {""code"": ""753""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT4H53M"", ""id"": ""177"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""226.38"", ""base"": ""196.28"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""226.38""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""226.38"", ""base"": ""196.28""}, ""fareDetailsBySegment"": [{""segmentId"": ""177"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""LAP2AKDN"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 04:52:43
32,69aca442a4248c9290bedaaa,2,5_2026-07-17T21:35:00,"{""id"": ""5"", ""origin"": ""ORD"", ""destination"": ""SFO"", ""departure_time"": ""2026-07-17T21:35:00"", ""arrival_time"": ""2026-07-18T00:32:00"", ""duration"": ""PT4H57M"", ""duration_min"": 297, ""stops"": 0, ""price"": 226.38, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA2106"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""5"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 9, ""itineraries"": [{""duration"": ""PT4H57M"", ""segments"": [{""departure"": {""iataCode"": ""ORD"", ""terminal"": ""1"", ""at"": ""2026-07-17T21:35:00""}, ""arrival"": {""iataCode"": ""SFO"", ""terminal"": ""3"", ""at"": ""2026-07-18T00:32:00""}, ""carrierCode"": ""UA"", ""number"": ""2106"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT4H57M"", ""id"": ""187"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""226.38"", ""base"": ""196.28"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""226.38""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""226.38"", ""base"": ""196.28""}, ""fareDetailsBySegment"": [{""segmentId"": ""187"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""LAP2AKDN"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 04:52:43
33,69aca442a4248c9290bedaaa,3,9_2026-07-17T16:30:00,"{""id"": ""9"", ""origin"": ""ORD"", ""destination"": ""SFO"", ""departure_time"": ""2026-07-17T16:30:00"", ""arrival_time"": ""2026-07-17T19:24:00"", ""duration"": ""PT4H54M"", ""duration_min"": 294, ""stops"": 0, ""price"": 253.4, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA511"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""9"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 9, ""itineraries"": [{""duration"": ""PT4H54M"", ""segments"": [{""departure"": {""iataCode"": ""ORD"", ""terminal"": ""1"", ""at"": ""2026-07-17T16:30:00""}, ""arrival"": {""iataCode"": ""SFO"", ""terminal"": ""3"", ""at"": ""2026-07-17T19:24:00""}, ""carrierCode"": ""UA"", ""number"": ""511"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT4H54M"", ""id"": ""184"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""253.40"", ""base"": ""221.40"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""253.40""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""253.40"", ""base"": ""221.40""}, ""fareDetailsBySegment"": [{""segmentId"": ""184"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""TAA2JKDN"", ""class"": ""T"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 04:52:43
34,69aca442a4248c9290bedaaa,4,6_2026-07-17T23:00:00,"{""id"": ""6"", ""origin"": ""ORD"", ""destination"": ""SFO"", ""departure_time"": ""2026-07-17T23:00:00"", ""arrival_time"": ""2026-07-18T01:57:00"", ""duration"": ""PT4H57M"", ""duration_min"": 297, ""stops"": 0, ""price"": 226.38, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA2817"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""6"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 9, ""itineraries"": [{""duration"": ""PT4H57M"", ""segments"": [{""departure"": {""iataCode"": ""ORD"", ""terminal"": ""1"", ""at"": ""2026-07-17T23:00:00""}, ""arrival"": {""iataCode"": ""SFO"", ""terminal"": ""3"", ""at"": ""2026-07-18T01:57:00""}, ""carrierCode"": ""UA"", ""number"": ""2817"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT4H57M"", ""id"": ""188"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""226.38"", ""base"": ""196.28"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""226.38""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""226.38"", ""base"": ""196.28""}, ""fareDetailsBySegment"": [{""segmentId"": ""188"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""LAP2AKDN"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 04:52:43
35,69aca442a4248c9290bedaaa,5,8_2026-07-17T15:57:00,"{""id"": ""8"", ""origin"": ""ORD"", ""destination"": ""SFO"", ""departure_time"": ""2026-07-17T15:57:00"", ""arrival_time"": ""2026-07-17T18:49:00"", ""duration"": ""PT4H52M"", ""duration_min"": 292, ""stops"": 0, ""price"": 253.4, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA2251"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""8"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 9, ""itineraries"": [{""duration"": ""PT4H52M"", ""segments"": [{""departure"": {""iataCode"": ""ORD"", ""terminal"": ""1"", ""at"": ""2026-07-17T15:57:00""}, ""arrival"": {""iataCode"": ""SFO"", ""terminal"": ""3"", ""at"": ""2026-07-17T18:49:00""}, ""carrierCode"": ""UA"", ""number"": ""2251"", ""aircraft"": {""code"": ""7M9""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT4H52M"", ""id"": ""164"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""253.40"", ""base"": ""221.40"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""253.40""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""253.40"", ""base"": ""221.40""}, ""fareDetailsBySegment"": [{""segmentId"": ""164"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""TAA2JKDN"", ""class"": ""T"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 04:52:43
36,69aca442a4248c9290bedbd7,1,5_2026-04-03T06:00:00,"{""id"": ""5"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-03T06:00:00"", ""arrival_time"": ""2026-04-03T09:09:00"", ""duration"": ""PT6H9M"", ""duration_min"": 369, ""stops"": 0, ""price"": 388.38, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B6523"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""5"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT6H9M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-03T06:00:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-03T09:09:00""}, ""carrierCode"": ""B6"", ""number"": ""523"", ""aircraft"": {""code"": ""32S""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H9M"", ""id"": ""7"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""388.38""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98""}, ""fareDetailsBySegment"": [{""segmentId"": ""7"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""BI0AUEL1"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-19 14:56:24
