unique_id	is_best	rank	name	origin	destination	departure_time	arrival_time	duration	stops	price	dis_from_origin	dis_from_dest	departure_dt	departure_seconds	arrival_dt	arrival_seconds	duration_min
DUB_BCN1	False	53.5	KLM ROYAL DUTCH AIRLINES	DUB	BCN	01:25 PM on Mon, Dec 08	10:25 AM on Tue, Dec 09	20.0 hr 0.0 min	1.0	217.7	0.0	0.0	1900-12-08 13:25:00	566700	1900-12-09 10:25:00	642300	1200.0
DUB_BCN2	False	53.5	KLM ROYAL DUTCH AIRLINES	DUB	BCN	08:50 AM on Mon, Dec 08	10:25 AM on Tue, Dec 09	24.0 hr 35.0 min	1.0	217.7	0.0	0.0	1900-12-08 08:50:00	550200	1900-12-09 10:25:00	642300	1475.0
DUB_BCN3	True	1.0	AER LINGUS	DUB	BCN	07:10 AM on Mon, Dec 08	10:50 AM on Mon, Dec 08	2.0 hr 40.0 min	0.0	246.8	0.0	0.0	1900-12-08 07:10:00	544200	1900-12-08 10:50:00	557400	160.0
DUB_BCN4	False	53.5	TAP PORTUGAL	DUB	BCN	11:10 AM on Mon, Dec 08	10:05 AM on Tue, Dec 09	21.0 hr 55.0 min	1.0	261.4	0.0	0.0	1900-12-08 11:10:00	558600	1900-12-09 10:05:00	641100	1315.0
DUB_BCN5	False	53.5	TAP PORTUGAL	DUB	BCN	11:10 AM on Mon, Dec 08	01:45 PM on Tue, Dec 09	25.0 hr 35.0 min	1.0	265.5	0.0	0.0	1900-12-08 11:10:00	558600	1900-12-09 13:45:00	654300	1535.0
DUB_BCN6	False	53.5	TAP PORTUGAL	DUB	BCN	04:25 AM on Mon, Dec 08	10:05 AM on Tue, Dec 09	28.0 hr 40.0 min	1.0	265.5	0.0	0.0	1900-12-08 04:25:00	534300	1900-12-09 10:05:00	641100	1720.0
DUB_BCN7	False	53.5	LUFTHANSA	DUB	BCN	05:55 PM on Mon, Dec 08	08:25 AM on Tue, Dec 09	13.0 hr 30.0 min	1.0	275.3	0.0	0.0	1900-12-08 17:55:00	582900	1900-12-09 08:25:00	635100	810.0
DUB_BCN8	False	53.5	KLM ROYAL DUTCH AIRLINES	DUB	BCN	01:25 PM on Mon, Dec 08	12:15 PM on Tue, Dec 09	21.0 hr 50.0 min	1.0	294.7	0.0	0.0	1900-12-08 13:25:00	566700	1900-12-09 12:15:00	648900	1310.0
DUB_BCN9	False	53.5	KLM ROYAL DUTCH AIRLINES	DUB	BCN	05:15 PM on Mon, Dec 08	04:30 PM on Tue, Dec 09	22.0 hr 15.0 min	1.0	294.7	0.0	0.0	1900-12-08 17:15:00	580500	1900-12-09 16:30:00	664200	1335.0
DUB_BCN10	True	5.0	TAP PORTUGAL	DUB	BCN	04:25 AM on Mon, Dec 08	01:45 PM on Mon, Dec 08	8.0 hr 20.0 min	1.0	296.4	0.0	0.0	1900-12-08 04:25:00	534300	1900-12-08 13:45:00	567900	500.0
DUB_BCN11	False	53.5	LUFTHANSA	DUB	BCN	05:20 PM on Mon, Dec 08	04:20 PM on Tue, Dec 09	22.0 hr 0.0 min	1.0	302.0	0.0	0.0	1900-12-08 17:20:00	580800	1900-12-09 16:20:00	663600	1320.0
DUB_BCN12	False	53.5	AIR FRANCE	DUB	BCN	04:45 PM on Mon, Dec 08	02:00 PM on Tue, Dec 09	20.0 hr 15.0 min	1.0	315.5	0.0	0.0	1900-12-08 16:45:00	578700	1900-12-09 14:00:00	655200	1215.0
