unique_id	is_best	rank	name	origin	destination	departure_time	arrival_time	duration	stops	price	dis_from_origin	dis_from_dest	departure_dt	departure_seconds	arrival_dt	arrival_seconds	duration_min
JFK_SFO1	True	1.0	F9	JFK	SFO	01:01 PM on Thu, Nov 27	12:24 AM on Fri, Nov 28	14.0 hr 23.0 min	1.0	251.57	0.0	0.0	1900-11-27 13:01:00	219660	1900-11-28 00:24:00	260640	863.0
JFK_SFO2	True	2.0	F9	JFK	SFO	01:01 PM on Thu, Nov 27	08:08 AM on Fri, Nov 28	22.0 hr 7.0 min	1.0	251.57	0.0	0.0	1900-11-27 13:01:00	219660	1900-11-28 08:08:00	288480	1327.0
JFK_SFO3	True	3.0	B6	JFK	SFO	07:35 AM on Thu, Nov 27	11:07 AM on Thu, Nov 27	6.0 hr 32.0 min	0.0	338.44	0.0	0.0	1900-11-27 07:35:00	200100	1900-11-27 11:07:00	212820	392.0
JFK_SFO4	True	4.0	B6	JFK	SFO	09:15 AM on Thu, Nov 27	12:53 PM on Thu, Nov 27	6.0 hr 38.0 min	0.0	338.44	0.0	0.0	1900-11-27 09:15:00	206100	1900-11-27 12:53:00	219180	398.0
JFK_SFO5	False	21.5	AS	JFK	SFO	10:00 AM on Thu, Nov 27	01:34 PM on Thu, Nov 27	6.0 hr 34.0 min	0.0	438.29	0.0	0.0	1900-11-27 10:00:00	208800	1900-11-27 13:34:00	221640	394.0
JFK_SFO6	True	5.0	AS	JFK	SFO	01:00 PM on Thu, Nov 27	04:37 PM on Thu, Nov 27	6.0 hr 37.0 min	0.0	438.29	0.0	0.0	1900-11-27 13:00:00	219600	1900-11-27 16:37:00	232620	397.0
JFK_SFO7	False	21.5	HA	JFK	SFO	10:00 AM on Thu, Nov 27	01:34 PM on Thu, Nov 27	6.0 hr 34.0 min	0.0	438.29	0.0	0.0	1900-11-27 10:00:00	208800	1900-11-27 13:34:00	221640	394.0
JFK_SFO8	False	21.5	HA	JFK	SFO	01:00 PM on Thu, Nov 27	04:37 PM on Thu, Nov 27	6.0 hr 37.0 min	0.0	438.29	0.0	0.0	1900-11-27 13:00:00	219600	1900-11-27 16:37:00	232620	397.0
JFK_SFO9	False	21.5	AS	JFK	SFO	09:30 AM on Thu, Nov 27	03:30 PM on Thu, Nov 27	9.0 hr 0.0 min	1.0	447.99	0.0	0.0	1900-11-27 09:30:00	207000	1900-11-27 15:30:00	228600	540.0
JFK_SFO10	False	21.5	HA	JFK	SFO	09:30 AM on Thu, Nov 27	03:30 PM on Thu, Nov 27	9.0 hr 0.0 min	1.0	447.99	0.0	0.0	1900-11-27 09:30:00	207000	1900-11-27 15:30:00	228600	540.0
